Time,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,Sensor_81,Sensor_82,Sensor_83,Sensor_84,Sensor_85,Sensor_86,Sensor_87,Sensor_88,Sensor_89,Sensor_90,Sensor_91,Sensor_92,Sensor_93,Sensor_94,Sensor_95,Sensor_96,Sensor_97,Sensor_98,Sensor_99,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,Sensor_128,Sensor_129,Sensor_130,Sensor_131,Sensor_132,Sensor_133,Sensor_134
80,257.8177685547002,253.25220222091323,228.58244902087455,261.5710528134317,277.5720026427869,242.46963774834992,236.28286118642293,243.7364507567133,239.9128739786324,239.90666526051567,233.80745273091364,231.97024920554972,261.7633041515521,255.43552407711704,256.7661534736662,289.4063537322565,259.69574692234454,266.873217552572,241.6710773192672,273.568044964564,234.2069862173525,283.5945368638299,227.96493284750917,271.37291772327075,248.91034361858152,232.07963371988149,228.191999067187,257.44864895063876,249.79938171591985,283.7460379830351,237.14999910313398,247.73410238191386,251.75972697060467,269.27041501126473,241.57548951971475,294.0536345122757,270.33409385997646,263.75449047857546,229.4079406853793,284.5594557232058,229.4712728483654,234.6744761122655,242.19327438098514,265.1069195540019,272.32290980066216,241.72024517980398,262.60166217753687,253.214748069472,277.4071517719813,288.4058930764836,252.15038456129767,273.47182168425053,273.73513636120913,282.08337177255805,287.84644983617903,264.977130149829,285.0541708062125,250.67074436651095,282.9589122965927,233.63022719004613,252.00878201085663,251.26015127251657,249.7005133775629,283.0854261856136,243.93456805230988,227.95824098534257,260.24045742705056,270.47445826507817,255.31493187134222,239.60521106412125,231.84511145786442,274.1566317368214,239.2918023678279,288.2171213128886,243.9296655418851,250.86272613157007,230.26409483926005,260.70475779499566,252.24075204350805,269.1681251043908,294.4320445734131,287.61115885416217,246.04291938932468,234.41853515217718,254.44095482353805,262.0455514340232,233.23797824824285,254.18068822715236,268.25880147059735,262.7102704426639,262.0464405458688,243.4765614300596,276.61559751694335,293.8092593073425,247.81442287159746,267.27709942882467,232.33103676242163,246.05395008228822,265.8434102706622,233.47724260222134,245.377224551312,260.5768398866412,240.55592002957712,260.12740456143825,239.2376131491704,235.64330081186796,285.3521912839142,289.5521311733548,234.0900092827914,226.34708110817172,268.70355877714286,283.94191381073045,276.4602130656479,237.81214380979574,248.34214993838117,233.05384122429842,282.61376915916844,257.65388977323175,274.9001228535827,278.7165467060671,258.2721433971388,281.676710037421,242.11621395516292,287.19888108291207,273.05265762640585,290.0662577142068,265.983428936215,265.0863949374531,278.81173390174973,269.04280112463744,237.838282094929,246.99404492595096,270.373171719015,281.9124266111321
81,252.63193890733623,262.5878596221618,240.69934352530925,265.5264065763134,278.038477212606,249.6815368087467,247.3627112466303,244.5227036480655,243.90761541368482,243.22071394409244,228.29196848823588,231.75496418464138,260.8692623652791,263.73466242910285,258.01883137660553,288.51096932565537,266.02221917684346,276.9453437047301,239.0171951210231,271.1666379180478,239.86016207657258,287.230930493386,232.89311963491593,279.44248291183396,251.46127073950078,233.9783023122659,239.3265611379159,255.82916680673236,246.47529982529616,303.47188532043276,239.03892246145293,254.06988676927472,254.58798351228515,272.2248782391548,242.96377353696067,291.03563381095114,262.8641052614967,265.0759428192103,235.60662762528895,289.2144610830994,236.95073044453943,238.85970935936248,241.8876416361482,257.52605874372875,287.5616355271692,238.28651217385388,269.4476873410337,249.43132122302643,286.1246731956395,293.28576972114365,251.19360297393263,274.2274302344074,281.0607602006814,279.0753114944578,291.54646865240124,250.53372811557384,296.7771673843999,243.50319765929518,288.6457051395264,232.0168470260879,253.14171658831202,260.2853332829279,254.2668064221316,292.432163445944,245.7494070727944,231.4949325360391,266.2710879554889,281.01253193873197,250.96049053558542,245.80715504322453,228.2172011779616,281.50017640118017,246.89650666343624,284.2142602382547,244.66677876026068,259.8994826931571,233.45223663020934,274.1286224096717,256.8713002832029,268.0035758743379,292.804454230107,290.63531393097804,253.801977408113,240.22292894083097,257.6349179843729,274.1936195279969,236.3910891810388,258.46800177919584,270.9773785558636,266.3873904447323,269.33770660149275,258.5726162562335,282.2428777982144,284.82370301035695,239.16517856176037,270.72759140640454,242.69663320595126,230.59363501750641,269.5601952160757,234.4589170036442,244.3183239238976,268.6144093423242,239.14461782655047,264.1619289219371,246.13112258163184,238.0978380537336,285.9752784242551,285.83861761423407,239.675432973552,231.49562610461626,275.307684545875,299.2781135769138,276.02635538237087,246.46918373504116,243.4478059116502,229.7078182210423,284.94274981916783,257.60503939681246,276.4492882989763,279.4982011449824,261.73997836130167,287.1371011265171,234.59543527178047,290.2503901106106,272.6743639533216,298.63404480910975,274.8173706325897,280.7785445509049,279.71456626107795,270.1809230908652,243.324175235991,255.1769591605484,259.35578092828655,279.5525694153213
82,254.26987277355474,257.01656664563427,236.44345576531387,266.35794770352106,284.03594300118283,250.04013793232303,242.21753345709325,253.9640617659048,250.61497413239417,244.12741899337453,232.23965221553829,235.84438502792196,264.3004854344381,270.0587638767665,264.59736188395556,291.0976462030281,270.0723663962597,281.2956457305005,243.68427671577075,279.9526885430795,240.9897076157967,290.7337108543029,235.2036363991375,279.75977689601586,261.32774396697044,233.60620203610452,241.23934190882957,259.6826436408264,260.2235872306375,296.0244672296887,244.4252280563785,246.76413907034936,252.04447529161394,278.5507814150701,246.92960622823801,296.9045094052379,268.8481639078881,267.5052941936052,236.88565051152347,291.26525458311204,231.28961428145695,230.98614275854646,241.5021802862422,267.29009730026553,286.64094115245496,236.5692080260661,263.3819405173613,257.8712777202288,288.60948584844033,292.28270584973296,250.8411897794818,278.3699639420414,269.1163685816649,279.70046631164126,298.0098184415298,261.13532512811923,302.4165909552465,246.93855830805919,301.52986644376256,245.65514753421107,250.59394449311517,256.1821983739852,254.2542704864033,291.64491874160916,238.79076863100926,235.61308743043506,272.3833381566825,274.2822295853268,256.16082301184525,246.00677051838886,241.1404883657798,278.9602631415918,246.58511408947686,289.9776571847451,253.13778642121213,263.8504878762263,231.22739970411308,272.1694368301286,256.3688061169433,271.3407773495891,290.42662489542715,289.90980180742247,258.5600932087961,234.44034061546552,249.06154233168877,270.2903547999974,235.41315961404842,266.5352741321364,273.32990081655055,275.2428623724516,279.60271927974475,247.9433070463852,287.9761192783598,291.00797748656635,241.5659172490167,270.50754061796266,237.35101834293351,246.04483263537665,270.8114512732917,236.95083618185856,244.19724126694106,268.44564087005483,239.74718792503273,259.8479136309292,244.15196133390444,240.40771382910472,286.6481797294228,286.66807387625437,236.71890179585645,238.20709358387543,277.1486599658496,299.3566070233484,294.5858091935472,238.18402723589097,243.88060180784743,235.7847170378322,295.6384724338459,269.1625726736942,278.850748767552,289.074440758483,264.99729340842805,288.7559841875659,239.2323782390102,287.9431882369915,277.9984052162641,303.2281870425336,271.7578890315723,275.81793944534246,278.3611542695767,274.9116317586635,248.01554099622481,252.58029700870708,266.0156244379469,289.9547050636118
83,258.29564641548603,260.0659974050577,239.15924291047375,267.0822674612303,288.6245593920116,255.73302672303652,255.22939039861078,241.47501653270098,244.2027304648643,253.05193035053728,238.10753291244802,239.75593965528964,270.48474320345287,271.00256839894155,263.368385954836,295.39063014804935,270.2025191983935,288.57002896143,240.72003014956383,286.4761147914471,245.21935123869707,291.37463724372435,235.64693649112237,285.5809252226711,260.0275076953315,237.95713508506583,238.36012991413747,263.03872576447964,253.35086529570074,305.6133816604202,246.30243003391155,258.9744787346293,249.56002300649516,274.67445634243427,250.95012147460764,302.247114289968,274.947314922209,278.50739455280683,248.5456983563328,292.68813147142185,234.48595118986177,240.9475522959373,251.0437846162555,275.00560443800737,284.80722534586187,234.46790050996552,276.6781584730811,261.49705522047736,288.0529844495543,300.5522809857846,257.60780135291606,281.7046414959611,277.75903636816,284.0767028328077,299.6976924372423,266.23052458744564,293.7954442931822,255.19888570406115,301.1348768565447,239.79148587582003,256.20258636058367,261.7017635576886,251.91306075792534,303.00795476742064,246.03078846347807,230.09161560423829,276.3454891653558,282.5452515197364,255.93515716758694,250.88236853784795,236.53369892125855,287.2723635169571,249.55955111161924,297.8306426041436,257.309074680335,267.4719759379956,237.5997202516128,277.3922539879281,266.62666158451304,282.4387128246901,298.26492815242653,295.9514286463188,253.77719806663254,246.34543347282576,250.7899253997204,268.0560203892565,245.13220594363298,262.0835452005511,275.5621464501796,274.2617307975269,278.5297940496405,255.06873478139164,295.50630266059625,293.2203515560589,249.22290566134174,276.8321241812541,248.34537002857405,251.57969228960243,272.6426653697905,236.96677850760614,251.85021778064967,275.6056262161552,250.09935574894837,267.25591462546436,252.33778326878644,241.25431197871475,297.4423089089558,292.14148752599453,243.17027937493478,243.16449004203574,286.93358947972035,294.8342719036679,289.1748075570559,256.2874357895744,246.74277743999895,238.96932091381876,293.05714496760675,262.8996871824885,277.6147309544603,283.39945274596414,272.05502391889786,296.503753947438,250.68034169923527,292.6212150962153,273.9463561752535,303.6415832873601,266.10629125655805,285.1480383534448,277.4935723097295,277.424978961306,253.98119381786944,250.04171482553818,268.3961077746654,288.26693852530894
84,266.76311046532913,260.01968489615155,244.08357250315862,268.1382152701201,290.5498639066988,263.6837103918188,254.5137972169383,255.0730130521813,253.36709998082605,252.22319426731428,244.47845526904447,239.69631008203845,267.9390048895354,271.9845014992848,260.033493458521,299.6912462446346,267.58790901359646,290.22937164444585,244.64972179552316,292.0048565083706,249.1151953922712,300.7363161226499,242.82426701452164,283.7513732409138,264.2845706618116,237.7400175256418,241.461665570641,260.51526242110083,257.69265045840893,301.3982517286261,246.817813437507,264.5767167840678,252.7103463687365,282.86986917440106,254.83535953307148,306.4708281902858,273.6157078721814,276.6068011545481,245.86777335156935,297.65926291263963,238.90437692229767,233.62051440392688,249.78345138703216,277.5404225982012,298.3207836736394,245.12223246158402,268.04706715523395,262.1005005391194,288.7798952543364,296.66847578394004,252.3644379302576,284.3172915646538,280.75396499514164,297.0848282477242,303.11426792172267,265.56647599674983,302.36329352964276,257.1894176330518,295.66965717899564,246.29352999675262,257.0413082767423,271.62055422135575,259.5480193638503,303.12911907343585,242.80713268210638,236.67744461579346,268.6959165112137,287.7460444871672,259.77775491671747,246.54197585768276,238.24762990984112,288.91137334730473,249.55014430457504,297.59268874024076,255.65713933844148,264.878545142144,241.9116905773054,269.9980847475868,264.8168809095531,280.90302330025486,301.2914662910253,297.22409488848075,261.5709758308212,236.97066619648712,265.15781326208315,278.20787365425434,244.00370333598661,279.36815163660685,281.1772586585763,277.5551407921824,280.5542825232988,262.5616768240661,293.7458180518864,303.61711076098607,255.3131556382576,278.5996746810708,243.07787930564083,242.70823779862147,278.6299949151151,246.21749876300385,241.62800601857472,273.6206128106161,250.47171475154664,267.31042552112103,251.74748172888474,251.21601993778273,295.47042614532154,286.99571786966334,241.79289091729046,244.7577799927261,285.64201529126103,309.2286262850662,296.093353640434,259.1479453756059,250.8890130593454,238.5501223203464,290.165055066499,265.82381799037364,288.87573639576044,288.58637510401076,270.3334656754669,295.902367464676,251.73902230892077,297.31762499165234,282.6863578988182,306.65101459801167,274.84719828697814,289.1802801788166,284.0899148511013,278.45828612011746,253.66136544118808,249.47101869249767,272.5234707736132,289.81001616788063
85,267.2153338378563,261.24176445090944,243.44095768845915,274.6913490200518,301.31990455618325,259.65158406431937,259.271162820835,257.2651302424112,251.28014232144446,258.42608057847144,244.89825495192272,242.56392861204387,276.7827729780214,268.3238733944284,270.0303485868781,304.2498528300567,266.61134677262504,291.7986026954182,250.81483357463068,286.35052493456146,251.68332107961965,291.23781124483764,244.83966719678708,293.370782000062,264.71818845760873,242.95477799945627,247.6368776149254,271.22872060880997,254.37970568132425,313.8063747289629,244.22343983225764,260.66011497785036,251.29828778799472,279.7945877128901,253.95360645589986,303.9863602966303,286.99351703860924,280.0172095772081,240.3373855616966,292.87386154923064,239.79632507204536,243.93441604972878,255.81079640265483,276.5521081695225,292.84155856044146,256.7525021931501,273.8624066672007,257.59621017080525,292.5895623796028,300.9284584761663,260.6432425567937,296.455832411938,283.1171151732826,290.711242667264,304.9983064625954,272.38161410548395,304.8689130438344,259.3031618526369,303.4524393820741,246.54520007770924,262.73278054620584,271.9341734704376,260.2541780848094,302.85455490378985,255.66916586096156,228.6748374290994,276.33155034019416,277.14893088086285,265.71697158324594,250.82686920898533,244.8028571306212,283.54171829986615,262.0475682425589,299.886419315983,266.4875342321169,269.99168184958313,243.4807824997927,279.8592908327016,270.1385716560623,282.78331798533094,306.7891526015224,299.50209029704996,259.25176482716887,240.5716393951854,259.2158159960861,284.4887684524951,240.00166273654196,274.61126932426424,276.3230040116468,279.754275337317,281.8142877376677,259.4419052848347,303.7912408348359,302.8428643726219,258.94424115481286,277.13186864849513,249.70631369119442,248.68136003590652,283.76418247717555,240.9979461027434,255.5667548561076,278.2011406186988,254.95487402252942,270.13988371986017,254.57351831324962,256.6759187107381,304.52860909354627,294.6584544841695,247.37208804959081,250.42051173440566,281.90863834987806,311.14060469198506,299.2655863103968,253.7054435477858,259.495738081028,242.9491327292799,300.3341056975987,262.398909798979,281.89957478448247,277.98003473441634,278.13780349207093,296.8616945182492,256.7361258476871,298.45003268097423,286.13991220328745,307.27166650912676,280.6028056435987,294.86477716949753,282.7721292306554,292.57989298139205,252.8224680519232,263.3460515257579,271.7547437386465,287.9938420440803
86,266.58011598884605,270.7464986294017,243.97299483439207,272.9564147750752,299.964190352219,264.0563299910046,256.8382819484117,251.4291380764744,255.76562888174558,254.97070984058396,246.41295080920813,244.65193154398568,274.712049776705,274.7990555648334,264.01232859797744,308.639291497457,270.21024563741304,295.5292353580328,256.2014516529306,298.2406547867254,249.54666350406728,300.297946889288,245.11669084390738,290.4624715031234,272.33801573454997,236.32029981596318,251.71978495634275,265.9418262086503,263.70843606674765,308.1428807647039,251.21656457240064,255.49162171751277,258.03626188807857,294.05259861985616,259.23785407232435,308.41730660639166,289.2048468087446,278.8683643516598,241.81570302492707,297.7393942758256,235.55604133204673,244.4699438419661,260.9597411628104,287.4157948460623,299.7979476344818,258.9062796626271,276.1855651542744,265.4616913242105,299.67234303250484,308.187559680073,266.99251478351465,289.67348883126635,281.8366551385069,295.967585240217,306.66449222204056,271.1997759995422,313.0187510332446,264.5556582845882,305.99362630539025,258.4961288889312,261.51554357746966,276.0241908971839,260.0612978413906,313.06998195982476,264.0354771348185,238.78528458405245,284.55762575319335,285.9405594152392,277.87000288971427,258.69423148763366,241.1864002217233,294.5008823394748,257.57492128635386,304.08285047362443,270.94557261456805,273.43483648662624,244.64996566776895,276.380000130409,271.29311359709766,287.79476797009426,303.2763463373897,309.1682948564028,264.8958551227074,246.90934906252193,265.8397963398606,286.9931817976956,245.90521706928746,275.0340312418779,285.17560288918656,287.5607666919881,284.5339795436345,260.97652767117506,298.62038507562266,318.49134061739153,254.54156475442642,285.388452366054,251.23438792691192,252.6190946411305,278.3032174388152,248.4478572056354,261.74215248286595,284.48212456639794,248.12755242617874,279.77544211110865,252.94455220007464,256.1072973066399,302.8517731997562,298.4605734563793,249.6666542745354,245.05095473395994,286.402236390995,313.4790877683737,303.2203314271373,257.7792249699275,247.51039310717252,247.36737371931758,299.62116735964423,279.6048793182226,289.4769623572863,293.0306243188231,268.4602367999523,301.8447970661424,252.78712986021705,299.82095915365966,294.4361993187031,311.58698952102685,291.52521568836784,293.2744575364212,294.74647165996737,288.0958491711026,262.54351024911625,260.7591777822245,274.46370918617305,303.6406348269825
87,273.5510539410643,266.78483349404536,246.74712638665676,268.4577662241906,303.00628560776244,267.2065472870687,268.112764375434,261.99447344224933,259.2380071228872,262.2337008678496,248.2602566479857,251.91785320989462,285.45527119779257,281.69657434039704,277.75176637703,296.1963032945199,275.05990315431524,294.77649572078536,255.24496977908692,294.63548686342904,250.67862682404478,306.9600334087527,246.18703593725152,290.30328708277034,269.1112071909174,249.91115788147917,243.0232660719187,276.89418437521175,257.3697121890316,309.46651356414696,251.1193641494821,268.139909139873,265.37146316914203,285.9193332068488,266.9138274280131,307.55156338148197,284.4010859721759,283.3376122091613,259.9725808900444,308.53723297631524,243.3940199412596,252.2474256976358,256.43764420286493,283.3681138446851,298.6433622145857,253.62738945988062,288.39451654423243,267.30499113731065,299.1743298058034,314.65185403894725,261.31918104309096,294.89415622095396,285.50920960982614,297.7950244179494,316.674475811636,283.383655297035,303.29552191082877,261.25358759069945,308.2685557600854,254.43588607150164,267.6494093335736,284.7351271244916,271.4323281883601,314.9377457649348,254.8714351800182,248.8817120683817,290.0362184010359,285.6846950165037,275.4046240256576,262.21459144851787,250.04355087119475,285.73696738866033,260.4899517067442,301.8178227722686,266.792951476289,276.6667761494788,251.53798578436133,278.4316519193274,274.6649103997276,293.13869040549855,315.076728160242,313.8439697939035,266.51809220267967,243.4631869168479,262.7510241641704,285.5704111478195,250.82726015382647,277.12992471075677,291.7882823866721,288.41668368624346,291.5539990120365,267.4790633928022,308.08963756031454,314.94639939063705,263.2496992259836,279.56428007040046,260.66004115250473,253.90043034444093,287.03294087869074,246.48230103706913,265.5515218063315,283.7869967788895,264.9404911681609,275.74165916560116,258.25851337151516,252.98655007955574,306.365273583093,300.552036750061,250.3481328561738,259.3308381451351,285.5332401724135,323.9668858049081,303.20320209658007,262.2080753033805,268.0836136905413,243.12798060246897,302.8376469998948,276.7185740808327,287.63821836080166,298.5199173555993,269.60193008648156,302.2084765220015,255.9345022348661,312.53233285156705,292.82175587886485,315.8882634631486,281.1899601857798,296.7410702485097,291.52849907791193,295.16575665226924,262.8876559627403,264.0309772429258,277.45448189902913,303.2346230087265
88,274.68512181069974,273.27944718101446,249.7694831106622,284.7876047099511,307.44039362100216,273.1150127082406,269.86289416307056,261.95380661623585,255.6025887725893,267.673295451769,252.07686459704576,252.24078443178874,293.46555656153083,280.70409478860336,275.27392757432773,310.9714583724677,279.47850769950475,295.8110213152708,254.57381790539097,301.771338491175,267.7941254047434,310.18305237462675,251.10325926431483,305.95696080256386,273.7993806239732,250.23902760309986,259.703530521617,275.8346618953255,270.7892198708909,316.6894033414521,255.65423194662492,271.1252575502322,265.5827951315552,288.59273003958356,266.90127596891654,321.6115841414731,296.6426114874721,283.6574249545702,255.93802323098552,316.6200005005931,250.96648934896004,254.48504041884908,263.27649340065085,288.0092124779621,297.0201904992426,257.63042068712355,283.8524501937256,268.8889135424285,300.2058217908526,318.6365486381703,260.88494240379936,295.66126137504585,293.1416678100884,297.7736878987273,316.1767784908389,275.6528645289187,323.40949956086035,262.2223076076048,308.0546391852538,256.1190122381178,268.7354928561427,278.7470675528437,262.8125641582462,315.43763752182474,259.83956417085255,252.3707538337822,283.32152900965434,290.58570675345265,277.1019552918428,262.96637119923,248.34045329208368,295.912257517388,271.81036540782264,304.9521931118995,265.65204903046697,279.6163568020045,251.4026799227819,288.91787494309546,273.442152137821,283.96856690260546,313.27390330998014,314.98633390692163,268.33354386103076,251.88615026131842,265.5436416310642,291.40099153220496,257.5886271033151,284.1664956065838,294.3292049144894,284.70994877267265,292.95074618959137,280.0036861914315,305.8338279043938,319.19791076012655,266.4949131169703,289.5975217008111,261.111789912038,256.23097801388434,284.39716728564053,252.16478377806862,261.928390632503,287.37257062546155,261.2582348891875,286.77820099736016,262.63387113582235,255.2958680231092,302.62400526202026,312.75185735087854,247.06197039008288,260.3940033521039,290.1558610939721,318.7062801704647,304.4756670179476,258.4326803711794,262.70812323872167,250.71620837429035,306.63341635384205,279.59958929109473,294.62025583677257,301.9776724698712,281.7248936465284,308.7946851961089,261.46134816517775,302.6744382919225,290.69008511686224,318.0195175399715,288.402807720876,292.33240409070413,296.89272273326833,298.44705215784467,255.33116636429162,273.1694914750327,281.0107980389156,306.6224342138122
89,280.9702189801358,273.8665658795325,252.43036156760093,289.55530219281655,303.5434094492149,263.48056467506535,270.73126357691496,262.34260839209156,261.1427130041223,269.0290426465866,253.8106682633527,253.97723493076546,283.58160752748825,287.5736469888709,282.6990145571153,315.8880768372517,285.2930655279953,307.81736046088366,262.9943281225284,301.3765260961161,258.4566535900038,316.95103189845696,252.2364306492668,293.0074010096232,280.28509530692986,251.91213867859273,256.0981783243473,269.7054709864214,273.63957743817576,318.6863652280713,261.07306844353633,276.7148282851752,269.82611275374893,297.32235613371273,274.9065221888317,319.37529446805286,292.4615984134924,291.4168174396862,256.58711971904006,314.94857708390623,256.4696492516952,254.59557725048947,258.33572593035075,286.92327018927364,302.7842555943418,259.8950453203632,284.0949798513229,274.2038363513801,310.4206748358311,324.8797737616641,264.5753101939709,303.4705548382184,291.4006910392225,302.85510402884336,323.29416173917156,273.5885719629799,318.9699031188797,268.42348182713573,317.07736123070987,262.95867472465966,269.47006729213206,281.9236346750032,270.8821447056436,314.67536008075723,267.16840442922904,246.4646171241344,295.0424046985625,303.6394391520583,285.0572654930739,268.53543166028203,250.41448322080112,304.4306073884722,270.6607337760531,306.37352335288824,271.32500716915195,284.0446825222557,264.06189178663703,292.13627104324826,275.122883009216,291.15823176300904,319.8519825781628,314.4319597896696,274.50912529702987,249.6854734111822,274.0072320295083,289.4226984927055,254.91338065993182,282.2434470494035,301.2859577161157,288.5265179570732,298.47091475846287,272.17409406245764,308.18805319390725,317.27120617553834,266.096313944302,285.93810464260366,258.0594459781772,260.5854227268226,290.71198752058035,257.5512538801989,257.76295736449254,293.12599397396036,255.6593795184549,290.739594827868,268.6095655838734,262.44192833084315,307.8686295870617,313.6339479083365,260.0834139586529,261.33312604105754,302.1199857520702,327.7406816683756,307.3406820176483,266.3878445276476,270.08621095127137,261.3617249692137,309.3603554894334,282.9309360766831,303.4754146837737,301.9778429827448,285.402199142231,311.9636451796863,256.217307700565,313.93859537603936,293.53643347986554,323.1187814367952,287.6885945711138,312.7479385270713,305.0554397562316,303.2268067679543,269.12119974420483,271.060422287432,283.97015211663523,312.1001251351216
90,277.0862540471915,280.4771284040347,258.01313105351,279.3860304214558,315.40236594552846,272.78815366352694,270.58010823544583,262.60005815179136,272.31693770208364,262.0629414516181,251.41230301162497,250.54025008398415,292.0718553381122,292.39460086446087,290.1563177055443,326.7269010443302,284.77351567576795,310.7975015000161,251.29555639058108,307.23934736120884,265.8005934103794,319.5187399979716,257.7279473275113,300.41198981532057,284.6323333253151,256.6669629680457,255.33430579010002,276.66581198962706,278.9064671129761,326.48870614041346,264.99242540803334,284.6241461573595,275.2427601657664,298.4442202333523,265.5872884462148,325.8962882839474,305.8078354092584,290.78981222611026,257.07095462073386,313.88270817658935,248.60345384576843,256.0305649277253,274.37695900462245,286.52882991036944,309.5968428234693,259.0474263174474,293.45682449966773,279.46957483020924,309.402600814022,320.1871165745845,282.00458335222754,304.10384927458387,298.82122519114705,303.74318485517415,319.6616673485517,280.66456346957534,326.3588115834532,271.59466422961833,321.9060756908214,271.1994810802981,274.69195915432954,283.6326198523435,274.52662227085034,319.5649080337327,266.2629882312038,252.2402017349922,287.06725721203793,300.7466877352749,284.03186268121,260.77844984603394,254.96837858191728,305.62087703941296,262.95134601479265,316.75227829945635,268.0733217350563,288.6966282012532,257.07358647717655,290.5393605329089,282.0334016230821,295.4744618840332,320.9746690437465,316.7721908053054,271.78418639864725,248.0971009585937,265.5347282717635,296.4294019979547,256.1094796617564,285.28273570751753,301.9985791966329,295.4189913930063,300.5777857393494,275.12484307871387,309.6933861984714,320.4456399706701,270.07117703849224,294.1239504497987,263.3480275094546,268.1213355092744,297.0559845187023,256.3747324656861,258.8777856185466,292.7218476054039,269.4751351498412,289.2705239174573,265.8825818870898,257.6254392177461,319.0965298806449,309.3311873831717,267.49433901131744,265.2327718818789,298.9833151483383,325.02118395809043,317.06785915448967,272.0466760990927,263.1278087884571,251.71988216797993,314.75543557426676,291.4308164861609,303.31892885555715,305.77455673485065,284.8362436298997,308.746584121623,265.0300033516335,321.6678141299788,302.11077159100773,324.2210874489628,298.4409662988719,307.9500141756474,306.6512996737506,296.6133647553612,268.70056253269087,273.1424873144145,278.627975107444,308.8803106511344
91,281.3826452410065,282.67987095665296,257.8337587875131,287.69703467993475,314.09003852521494,278.8069224432903,276.11869722211236,265.6626489616568,273.1119958437973,268.06604249100053,258.24464446516237,256.6388941840379,289.9384454234033,296.42505685272516,283.9594676403678,319.63893859958944,293.084189151263,317.47201762883145,256.9530160209586,313.1727383314233,259.1843311208841,316.76951457310605,259.58837862546613,303.9184660282914,280.64476383709194,252.58465194744875,267.0106874415859,275.3142941371633,272.1168632229552,327.1879662564493,273.29659717979473,277.8223253468125,274.7808807721902,302.4338657605293,277.58817646384784,333.00926907359974,299.00069080113235,295.0457163031454,260.40753972368117,314.201259508753,251.08726438695064,259.390737518124,265.47996983954334,289.0591468462066,318.1327787489473,263.2122846894105,297.25043806842694,277.31845823791895,309.4858014208435,324.44672759996195,279.1523227361776,305.33711656506523,300.2023841343242,315.89278379129183,324.73729889137184,290.2696371136589,325.7278676243447,274.73665394533924,318.41421431057535,266.8027156782073,287.48986373728434,285.7683571270179,272.720255215969,322.7820249380313,268.9379537266461,256.14702921770487,299.99930995280033,306.02784163586534,287.23552528158075,268.2025707056018,253.4857344949181,301.67703045483154,279.33234257558155,322.80014293990536,272.2055406101846,297.43785221376777,247.79272811163204,301.13408387748075,281.6134467112194,295.4718889166629,323.4678503737481,321.0324319853067,283.12023131935484,249.81774233897931,279.27374800949843,298.47278361514986,262.52858140687016,295.4495094024696,303.2891500864469,295.79967364746796,301.4744237395095,274.24592850650873,314.70010532389085,334.4337645738122,272.0165699268412,301.37760518649793,271.918040521634,273.29532716623385,294.62513062764805,247.775688061761,274.6454002535118,289.6343776860762,266.67314249995604,290.00102496096963,273.90959190930124,270.0822890812313,321.08404964959766,312.2856810800625,262.6634649158768,256.54093218858617,297.5732094658732,330.0279442634244,320.9242342617911,262.2125728334523,273.60795955417404,261.667601782909,325.3115258968465,295.98320611816666,300.7833049224746,318.4768473697206,289.8085909536526,319.9664796849144,277.0119350559614,316.18918931886355,299.91829096209375,325.3463073077365,296.42460530930265,311.5763896443837,308.0160725272679,308.6363729713877,270.9809644380571,277.7203464299064,291.8994002673588,311.4095684404636
